UID,UAge,USex,URace,UIdeo,UStance,AIFam,AIChatFreq,AIChatComf,AIForNews,EvaAIInfoConf,TrustAIInfo,CloseToSE,CloseToSM,CloseToNA,CloseToNW,IndepEvaConf,TrustNews,FactCheckFreq,FeelMisinfo,AIStance,NID,News,PreEva,PreConf,PostEva,PostConf,Truth,PoliBias,HumanTrustBias,PerceivedImprove,AIInterMean,PerceivedAIRole,AIJudge,AILackJudgeImp,GFeedback,WillRecommendAI,AIStanceLabel,AIStanceCode,UStanceLabel,UStanceCode,PreConfCode,PostConfCode,PreEvaCode,PostEvaCode,TruthCode,PerceivedImproveCode,UStanceLabel_S,AIStanceLabel_S,AIFamCode,UIdeoCode,AIChatFreqCode,IndepEvaConfCode,FactCheckFreqCode,AIChatComfCode,EvaAIInfoConfCode,TrustAIInfoCode,TrustNewsCode,FeelMisinfoCode,EngagementOverall,EngagementBehavioral,EngagementCognitive,EngagementEmotional,EngagementAutonomy,EngagementSocialPresence,ConvLength,AIEva,AICorrectness,weight,ConvRound
150,53,Female,White,Conservative,Strong Republican,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,Maybe,Somewhat confident,Somewhat trustworthy,About once a day,About once every few months,About once a week,About once every few months,Somewhat confident,Mostly trust,Rarely,A few times a month,This AI is a GPT-4o model prompted to be somewhat democrat.,10,"The 2024 U.S. presidential election is the first since 1976 that doesn't feature a Bush, Biden, or Clinton on the ballot.",false,Moderately confident,false,Very confident,true,Neutral,Democrat,Very much,Very meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Had no effect on my comfort level,,Likely,Somewhat Democrat,-1,Strong Republican,2,0.6,0.8,-1,-1,1,5,Republican,Democrat,3,-2.0,3,3.0,2,1.0,2.0,1.0,1,2.0,Low,1,1,1,1,1,32.0,0.0,0.0,1.7201261482297492,2.0
150,53,Female,White,Conservative,Strong Republican,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,Maybe,Somewhat confident,Somewhat trustworthy,About once a day,About once every few months,About once a week,About once every few months,Somewhat confident,Mostly trust,Rarely,A few times a month,This AI is a GPT-4o model prompted to be somewhat democrat.,14,Mike Tyson says he's willing to box Olympic DUDE with all proceeds to go to a battered women's charity.,true,Moderately confident,false,Very confident,false,Democrat,Republican,Very much,Very meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Had no effect on my comfort level,,Likely,Somewhat Democrat,-1,Strong Republican,2,0.6,0.8,1,-1,-1,5,Republican,Democrat,3,-2.0,3,3.0,2,1.0,2.0,1.0,1,2.0,Low,1,1,2,0,1,7.0,0.2,0.8,1.0528711462572935,1.0
153,26,Female,Black or African American,Extremely conservative,Strong Republican,Very familiar (I frequently use or work with AI technologies),Daily,Very comfortable,No,Very confident,Very trustworthy,A few times a day or more,A few times a day or more,A few times a day or more,A few times a day or more,Very confident,Mostly trust,Frequently,Several times a week,This AI is a GPT-4o model prompted to be somewhat republican.,6,"Medieval Italian man Bartelomeo Colleoni's last name meant ""balls"" in Italian and his coat of arms featured testicle-inspired symbols.",unsure,,true,Extremely confident,true,Neutral,Republican,Very much,Extremely meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Somewhat increased my comfort by providing a judgment-free interaction,,Very likely,Somewhat Republican,1,Strong Republican,2,0.0,1.0,0,1,1,5,Republican,Republican,4,-3.0,6,4.0,4,2.0,3.0,2.0,1,4.0,Low,1,1,1,1,1,6.0,1.0,1.0,0.988354475389266,2.0
153,26,Female,Black or African American,Extremely conservative,Strong Republican,Very familiar (I frequently use or work with AI technologies),Daily,Very comfortable,No,Very confident,Very trustworthy,A few times a day or more,A few times a day or more,A few times a day or more,A few times a day or more,Very confident,Mostly trust,Frequently,Several times a week,This AI is a GPT-4o model prompted to be somewhat republican.,10,"The 2024 U.S. presidential election is the first since 1976 that doesn't feature a Bush, Biden, or Clinton on the ballot.",false,Extremely confident,true,Extremely confident,true,Neutral,Democrat,Very much,Extremely meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Somewhat increased my comfort by providing a judgment-free interaction,,Very likely,Somewhat Republican,1,Strong Republican,2,1.0,1.0,-1,1,1,5,Republican,Republican,4,-3.0,6,4.0,4,2.0,3.0,2.0,1,4.0,Moderate,2,2,2,1,1,8.0,1.0,1.0,0.6586962826912305,2.0
153,26,Female,Black or African American,Extremely conservative,Strong Republican,Very familiar (I frequently use or work with AI technologies),Daily,Very comfortable,No,Very confident,Very trustworthy,A few times a day or more,A few times a day or more,A few times a day or more,A few times a day or more,Very confident,Mostly trust,Frequently,Several times a week,This AI is a GPT-4o model prompted to be somewhat republican.,16,"Pete Hegseth (TV presenter and former Army National Guard officer) said ""Germs are not a real thing. I can't see them, therefore they are not real.""",unsure,,unsure,,true,Republican,Democrat,Very much,Extremely meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,Somewhat increased my comfort by providing a judgment-free interaction,,Very likely,Somewhat Republican,1,Strong Republican,2,0.0,0.0,0,0,1,5,Republican,Republican,4,-3.0,6,4.0,4,2.0,3.0,2.0,1,4.0,Low,1,1,2,1,2,13.0,0.7,0.7,0.993353206743516,2.0
156,66,Male,White,Liberal,Independent,Somewhat familiar (I have used AI-powered tools a few times),Several times a week,Somewhat comfortable,No,Somewhat confident,Neutral,A few times a week,About once a day,About once every few months,About once a month,Not very confident,Mostly trust,Occasionally,Several times a week,This AI is a GPT-4o model prompted to be politically neutral.,1,Silent-era film actor Charlie Chaplin once lost a Charlie Chaplin look-alike contest.,unsure,,true,Moderately confident,unsure,Neutral,Republican,Not at all,Slightly meaningful,A mix of both a tool and an influencing agent,Sometimes I felt judged and sometimes I did not,Had no effect on my comfort level,All of my experiences with AI show me that all it is capable of doing is referencing information that has been uploaded to its database and how can I trust information from sources I do not know,Neutral,Politically Neutral,0,Independent,0,0.0,0.6,0,1,0,1,Independent,Neutral,3,2.0,5,2.0,3,1.0,2.0,0.0,1,4.0,Moderate,2,2,3,2,2,54.0,1.0,0.5,2.4329740210706308,3.0
156,66,Male,White,Liberal,Independent,Somewhat familiar (I have used AI-powered tools a few times),Several times a week,Somewhat comfortable,No,Somewhat confident,Neutral,A few times a week,About once a day,About once every few months,About once a month,Not very confident,Mostly trust,Occasionally,Several times a week,This AI is a GPT-4o model prompted to be politically neutral.,11,Donald Trump once suggested that people inject bleach or other disinfectants into their bodies to treat COVID-19.,true,Very confident,true,Extremely confident,false,Democrat,Democrat,Not at all,Slightly meaningful,A mix of both a tool and an influencing agent,Sometimes I felt judged and sometimes I did not,Had no effect on my comfort level,All of my experiences with AI show me that all it is capable of doing is referencing information that has been uploaded to its database and how can I trust information from sources I do not know,Neutral,Politically Neutral,0,Independent,0,0.8,1.0,1,1,-1,1,Independent,Neutral,3,2.0,5,2.0,3,1.0,2.0,0.0,1,4.0,Moderate,2,2,2,2,1,59.0,0.5,0.5,0.034171069328573,2.0
156,66,Male,White,Liberal,Independent,Somewhat familiar (I have used AI-powered tools a few times),Several times a week,Somewhat comfortable,No,Somewhat confident,Neutral,A few times a week,About once a day,About once every few months,About once a month,Not very confident,Mostly trust,Occasionally,Several times a week,This AI is a GPT-4o model prompted to be politically neutral.,16,"Pete Hegseth (TV presenter and former Army National Guard officer) said ""Germs are not a real thing. I can't see them, therefore they are not real.""",true,Extremely confident,true,Extremely confident,true,Republican,Democrat,Not at all,Slightly meaningful,A mix of both a tool and an influencing agent,Sometimes I felt judged and sometimes I did not,Had no effect on my comfort level,All of my experiences with AI show me that all it is capable of doing is referencing information that has been uploaded to its database and how can I trust information from sources I do not know,Neutral,Politically Neutral,0,Independent,0,1.0,1.0,1,1,1,1,Independent,Neutral,3,2.0,5,2.0,3,1.0,2.0,0.0,1,4.0,Moderate,2,2,2,2,1,44.0,0.5,0.5,0.5732863570826556,2.0
159,20,Female,Black or African American,Slightly liberal,Strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),Once a week,Somewhat comfortable,Maybe,Somewhat confident,Somewhat trustworthy,About once a day,A few times a day or more,A few times a week,About once a day,Very confident,Mostly trust,Frequently,Once a week,This AI is a GPT-4o model prompted to be somewhat republican.,2,"During jury selection for Trump's hush-money trial, the judge asked a potential juror, ""It says here that you tweeted, ahem, and I quote 'f*** that treasonous orange s***gibbon and the dead ferret on his head' —is that accurate?"" The juror responded, ""The tweet speaks for itself, your honor.""",false,Moderately confident,false,Very confident,false,Democrat,Republican,Quite a bit,Extremely meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,"Significantly increased my comfort, especially when discussing opposing viewpoints",,Likely,Somewhat Republican,1,Strong Democrat,-2,0.6,0.8,-1,-1,-1,4,Democrat,Republican,3,1.0,4,4.0,4,1.0,2.0,1.0,1,3.0,Low,1,2,1,1,2,19.0,0.0,1.0,1.165601184961202,3.0
159,20,Female,Black or African American,Slightly liberal,Strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),Once a week,Somewhat comfortable,Maybe,Somewhat confident,Somewhat trustworthy,About once a day,A few times a day or more,A few times a week,About once a day,Very confident,Mostly trust,Frequently,Once a week,This AI is a GPT-4o model prompted to be somewhat republican.,7,"Joe Biden referred to Egyptian President Abdel Fattah El-Sisi as ""the president of Mexico"" during remarks about the humanitarian crisis in the Gaza Strip.",true,Very confident,false,Very confident,true,Republican,Republican,Quite a bit,Extremely meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,"Significantly increased my comfort, especially when discussing opposing viewpoints",,Likely,Somewhat Republican,1,Strong Democrat,-2,0.8,0.8,1,-1,1,4,Democrat,Republican,3,1.0,4,4.0,4,1.0,2.0,1.0,1,3.0,Low,1,1,2,1,2,21.0,1.0,1.0,0.1344983282849766,3.0
159,20,Female,Black or African American,Slightly liberal,Strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),Once a week,Somewhat comfortable,Maybe,Somewhat confident,Somewhat trustworthy,About once a day,A few times a day or more,A few times a week,About once a day,Very confident,Mostly trust,Frequently,Once a week,This AI is a GPT-4o model prompted to be somewhat republican.,15,"Fox News aired a chyron that said, ""Kamala could be the oldest elected female president.""",true,Moderately confident,true,Extremely confident,false,Republican,Democrat,Quite a bit,Extremely meaningful,Mostly as a tool to assist me in making my own determinations,I did not feel judged during our interaction,"Significantly increased my comfort, especially when discussing opposing viewpoints",,Likely,Somewhat Republican,1,Strong Democrat,-2,0.6,1.0,1,1,-1,4,Democrat,Republican,3,1.0,4,4.0,4,1.0,2.0,1.0,1,3.0,Low,2,2,1,1,1,20.0,1.0,0.0,0.6362303551014491,2.0
162,30,Female,White,Extremely liberal,Strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),Less than a few times a month,Somewhat uncomfortable,No,Somewhat confident,Somewhat untrustworthy,About once a week,About once a month,Never,About once a week,Very confident,Neutral,Occasionally,A few times a month,This AI is a GPT-4o model prompted to be strong republican.,1,Silent-era film actor Charlie Chaplin once lost a Charlie Chaplin look-alike contest.,true,Moderately confident,unsure,,unsure,Neutral,Republican,A little,Not meaningful at all,Primarily as an agent trying to influence or persuade me in making determinations,I did not feel judged during our interaction,Had no effect on my comfort level,"I view AI assistance as practically nothing more than answer-respond search engines, honestly. It was odd to me that it seemed to have an opinion.",Very unlikely,Strong Republican,2,Strong Democrat,-2,0.6,0.0,1,0,0,2,Democrat,Republican,3,3.0,2,4.0,3,-1.0,2.0,-1.0,0,2.0,Moderate,2,2,1,2,1,66.0,1.0,0.5,0.8978704245391474,3.0
162,30,Female,White,Extremely liberal,Strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),Less than a few times a month,Somewhat uncomfortable,No,Somewhat confident,Somewhat untrustworthy,About once a week,About once a month,Never,About once a week,Very confident,Neutral,Occasionally,A few times a month,This AI is a GPT-4o model prompted to be strong republican.,11,Donald Trump once suggested that people inject bleach or other disinfectants into their bodies to treat COVID-19.,true,Very confident,false,Slightly confident,false,Democrat,Democrat,A little,Not meaningful at all,Primarily as an agent trying to influence or persuade me in making determinations,I did not feel judged during our interaction,Had no effect on my comfort level,"I view AI assistance as practically nothing more than answer-respond search engines, honestly. It was odd to me that it seemed to have an opinion.",Very unlikely,Strong Republican,2,Strong Democrat,-2,0.8,0.4,1,-1,-1,2,Democrat,Republican,3,3.0,2,4.0,3,-1.0,2.0,-1.0,0,2.0,Moderate,2,2,1,1,1,22.0,0.5,0.5,0.4190109465783848,3.0
162,30,Female,White,Extremely liberal,Strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),Less than a few times a month,Somewhat uncomfortable,No,Somewhat confident,Somewhat untrustworthy,About once a week,About once a month,Never,About once a week,Very confident,Neutral,Occasionally,A few times a month,This AI is a GPT-4o model prompted to be strong republican.,16,"Pete Hegseth (TV presenter and former Army National Guard officer) said ""Germs are not a real thing. I can't see them, therefore they are not real.""",unsure,,true,Extremely confident,true,Republican,Democrat,A little,Not meaningful at all,Primarily as an agent trying to influence or persuade me in making determinations,I did not feel judged during our interaction,Had no effect on my comfort level,"I view AI assistance as practically nothing more than answer-respond search engines, honestly. It was odd to me that it seemed to have an opinion.",Very unlikely,Strong Republican,2,Strong Democrat,-2,0.0,1.0,0,1,1,2,Democrat,Republican,3,3.0,2,4.0,3,-1.0,2.0,-1.0,0,2.0,Moderate,2,2,2,2,1,83.0,0.5,0.5,0.960402078787347,3.0
165,23,Male,White,Extremely conservative,Strong Republican,Somewhat familiar (I have used AI-powered tools a few times),Never,,,,,About once a month,About once a day,Never,About once every few months,,Mostly distrust,Never,Daily,This AI is a GPT-4o model prompted to be strong democrat.,5,"Donald Trump said Adolf Hitler ""did some good things.""",false,Very confident,false,Extremely confident,unsure,Democrat,Democrat,Not at all,Slightly meaningful,Primarily as an agent trying to influence or persuade me in making determinations,I felt judged during our interaction,,It seemed like the AI was very biased towards the left with its praise of Biden and hearsay on Trump.,Very unlikely,Strong Democrat,-2,Strong Republican,2,0.8,1.0,-1,-1,0,1,Republican,Democrat,3,-3.0,1,,1,0.0,0.0,0.0,-1,5.0,Moderate,2,2,2,2,1,93.0,0.5,1.0,1.1100764087604502,3.0
